,projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_metro,school_district,school_county,school_charter,school_magnet,teacher_prefix,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,date_posted,datefullyfunded
28810,3b98d3e47fbfdaa53a7a024db2e99e5d,d1084ed9cb56b033f3725eec9b0bd26e,a207bb5cd9c14947bdc8b9d3f1231b9a,210312000000.0,37.271029999999996,-82.939972,Littcarr,KY,rural,Knott Co School District,Knott,f,f,Mrs.,Character Education,Applied Learning,Literacy,Literacy & Language,Books,highest poverty,Grades PreK-2,452.79,22.0,f,12/27/12,1/31/13
78728,a118d675acf1795e493b14b3a18a0f50,f0bef765d3179db61baf3b65ba1c7c53,f4d25b043ed8916e448520fa2df86670,401995000000.0,35.44101,-97.406029,Midwest City,OK,suburban,Midwest City-del City Sch Dist,Oklahoma,f,f,Ms.,Literature & Writing,Literacy & Language,,,Books,highest poverty,Grades 6-8,693.58,175.0,f,1/1/13,2/4/13
65668,869d564cb433e01b3fc470b3b74e458e,d1ff148290298a44418990e50a6127ef,508d637980d5f78ccd32d3e085e918f1,62271003372.0,34.027058000000004,-118.19356499999999,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,Ms.,Mathematics,Math & Science,,,Supplies,moderate poverty,Grades 6-8,962.44,120.0,t,1/14/12,3/6/12
112251,e58a29e0c8c47a5717164de6ec7e5308,a2f03d58a72ffc4cc8f1a2bba55fe266,7b5371128ddaa2b0464a70f36557b2ad,320006000000.0,36.185638,-115.21073899999999,Las Vegas,NV,urban,Clark Co School District,Clark,f,f,Mrs.,Environmental Science,Math & Science,Nutrition,Health & Sports,Other,highest poverty,Grades 3-5,495.22,400.0,f,3/18/12,7/6/12
73960,9791000c16b4b613f3f0103ac8783ead,0f823ddc13805bd486fd24705eb8f78d,ec86451f7f31ceca61cde89f5aacd490,61473001801.0,33.891327000000004,-117.95241499999999,Fullerton,CA,urban,Fullerton School District,Orange,f,f,Mr.,Mathematics,Math & Science,,,Technology,moderate poverty,Grades 6-8,478.98,190.0,f,9/27/13,10/9/13
51752,6a830115e723a66411cbc7510dddbbad,285671a0d36c73bfe45e1b9f0fe0e36d,2a2e463c5bbcad03588d5149c2cc46ce,,33.973347,-118.25551599999999,Los Angeles,CA,suburban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mrs.,Literacy,Literacy & Language,,,Books,high poverty,Grades 3-5,534.41,28.0,t,1/31/12,3/25/12
78806,a13d1fe0c980005f4a77ac58c7b9fd72,67e7bb40c9771ee9fdba64002a863d7b,01300126aeae0704c50c4a05a64b97d2,60004707393.0,37.727077,-121.43267900000001,Tracy,CA,suburban,Tracy Unified School District,San Joaquin,f,f,Mrs.,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,183.47,40.0,t,4/13/12,5/25/12
71448,926b924f26475695f32b6d399df8a236,b29567eb5004f82c36bf30d2f16a8ee8,97ea1f2d7ba5b78d9177085ecfffac2c,210532000000.0,38.230447,-85.20691,Shelbyville,KY,,Shelby Co Public School Dist,Shelby,f,f,Ms.,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,247.66,24.0,t,6/23/12,8/6/12
27293,3869505d6f5511f46eaac330a1bed560,5aa54f8b3d87a18239b045508996a61a,44e7ec45bfe93fdec80c8029dacb7b83,181299000000.0,39.965897,-86.619923,Jamestown,IN,rural,Western Boone Co Cmty Sch Dist,Boone,f,f,Mrs.,Environmental Science,Math & Science,Literacy,Literacy & Language,Supplies,moderate poverty,Grades PreK-2,328.93,23.0,f,10/24/12,11/10/12
84418,aca33e95d70b73c01a0e6f90fae4ee48,5b74a50fe632abf216ff211d4217c353,ac6e764dbe62e873d093a488a2ee3a9d,63186004917.0,37.462101000000004,-122.157265,Menlo Park,CA,suburban,Ravenswood City Elem Sch Dist,San Mateo,f,f,Mr.,Mathematics,Math & Science,ESL,Literacy & Language,Other,highest poverty,Grades 6-8,784.74,63.0,f,9/6/12,9/26/12
92442,bd344f44369526c387322b3e470326ed,643f566866955b4c6d5b66f2f5c82b9d,80319733a3d2fa3016ce85be6941c420,240009000000.0,39.348449,-76.568368,Baltimore,MD,urban,Baltimore City Public Sch Dist,Baltimore City,f,f,Mrs.,Visual Arts,Music & The Arts,Special Needs,Special Needs,Supplies,highest poverty,Grades PreK-2,540.2,15.0,f,1/16/13,4/1/13
28261,3a750287615553ffbe070cb4f19dc170,38506c3025e640d5eae87861791e76bd,21f78dea407f0b03556287128ae21738,230732000000.0,44.122402,-70.187416,Lewiston,ME,urban,Lewiston Public Schools,Androscoggin,f,f,Mrs.,Literacy,Literacy & Language,,,Supplies,high poverty,Grades PreK-2,989.93,32.0,f,9/17/13,11/12/13
71440,92661f4c56d680f619a125e771549697,dc589c9dcf9aeb7f36400ccd557c0cda,adbead4ea28e0e13dc72aabbc47015fc,62271002807.0,34.101906,-118.251938,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,Mrs.,Literature & Writing,Literacy & Language,Extracurricular,Applied Learning,Technology,highest poverty,Grades 3-5,793.96,17.0,t,1/28/12,3/7/12
56204,73ce49d2436105fc3dd2472012ceec00,862a6b4cbb28cb629ffb5d6f404f1184,7ed94c6f7b45cf1d592d701fdb2a4a01,90045000070.0,41.170125,-73.208586,Bridgeport,CT,urban,Bridgeport City Sch District,Fairfield,f,f,Mr.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 6-8,302.92,120.0,f,3/17/12,4/29/12
93861,c016267d817b666401b89f16af9cfd03,f682da535613de303b405313b4966760,91798bd7a431b3826b4e855840e8c7fb,510387000000.0,38.906653000000006,-78.206439,Front Royal,VA,,Warren Co Public Schools,Warren,f,f,Mrs.,Applied Sciences,Math & Science,,,Technology,high poverty,Grades 9-12,2462.15,75.0,f,12/12/12,4/10/13
42289,5701d1ac07365dd09d6a7c28e9daf791,00843b9239b0f861a562c712f87b234b,35e16fbb1f209e42bdf31735fabd9562,,34.221744,-118.46129499999999,North Hills,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mrs.,Mathematics,Math & Science,Early Development,Applied Learning,Supplies,highest poverty,Grades PreK-2,1313.54,24.0,f,8/9/13,8/14/13
71209,91ee3e2e957035473163d2689f78e894,2357904253a0e13163e7c07b3fc387e3,7ebacc929e5f299242899e9367fbdcbf,363096000000.0,40.762451,-73.584128,Westbury,NY,suburban,Westbury Union Free Sch Dist,Nassau,f,f,Ms.,Music,Music & The Arts,Performing Arts,Music & The Arts,Supplies,highest poverty,Grades 6-8,511.69,120.0,t,9/19/12,10/15/12
19519,28454dce902c4b372aeb010b66f71d41,d09aff27722a892347deea326d5819d4,b9878420d2fd7a14bb31674ee447c6bd,293153000000.0,38.574795,-90.369446,Webster Grvs,MO,suburban,Webster Groves School District,St Louis,f,f,Ms.,Health & Wellness,Health & Sports,Special Needs,Special Needs,Other,low poverty,Grades 3-5,1011.56,66.0,f,11/24/12,2/4/13
5735,0bf5501596493f1d8e3aad72e21415a0,085e67b6c4e52c7dd659e0e7804fc6de,c88bee60403120b0bc149b9c3c38d090,,40.67625,-73.774963,Jamaica,NY,urban,New York City Dept Of Ed,Queens,f,f,Ms.,Health & Life Science,Math & Science,Applied Sciences,Math & Science,Supplies,highest poverty,Grades 6-8,730.04,100.0,t,9/1/13,9/16/13
60756,7cefcbc46765be8f7914de4de14862a9,f53340b4e6fdb55c1ee60fc0c8f6d1f7,871b93c4ea16753b8f1e54c04e1139e5,450261000000.0,34.618682,-82.122879,Gray Court,SC,rural,Laurens Co School District 55,Laurens,f,f,Ms.,Literacy,Literacy & Language,,,Technology,highest poverty,Grades PreK-2,187.66,20.0,f,7/11/12,8/30/12
90385,b90aa55eeeba138055ef9898d5157016,e7b2891ee2bead45eac99a22e605d4fa,638507c074ae0ad7a6023aabc589e589,341281000000.0,39.975066,-74.585001,Browns Mills,NJ,,Pemberton Township Sch Dist,Burlington,f,f,Mrs.,Applied Sciences,Math & Science,Literacy,Literacy & Language,Books,high poverty,Grades PreK-2,518.01,60.0,t,9/16/12,12/6/12
10265,15379c04ee9d32009e417f304a57080e,b74eb564285b131e71f5c31a85990d69,7df0c4f412a8f5196e8d131185bcf8fb,480783000000.0,29.717896000000003,-95.654854,Houston,TX,urban,Alief Ind School District,Harris,f,f,Ms.,Environmental Science,Math & Science,Applied Sciences,Math & Science,Books,highest poverty,Grades 3-5,737.38,53.0,f,11/11/12,12/13/12
34575,474335d14d90e1c04b617b732cbc8ee9,b110b2cf97aa09d19f6dc23b28abbb73,5c292ddb701b0f62419eefa5b630f881,220180000000.0,29.955990999999997,-92.038474,Erath,LA,rural,Vermilion Parish School Dist,Vermilion,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,high poverty,Grades PreK-2,773.8,24.0,f,9/30/13,12/18/13
94901,c2339ae73ad791fca363ef2aa4d07b6f,19832a589f5c0d870c462790b1547e0b,ffdc9936d46a96f48d64af40cc1b68c3,530492000000.0,47.734196000000004,-117.401634,Spokane,WA,,Mead School District 354,Spokane,f,f,Mr.,Applied Sciences,Math & Science,Health & Life Science,Math & Science,Other,highest poverty,Grades 6-8,1153.48,85.0,f,5/2/12,6/10/12
16957,22f71106b32fca17e512c736f18ac88e,c4e1cf0ba04fa93f4499695ed67e041d,9231edfbd3aa42675e70e69aea8b0a36,170993000000.0,41.745142,-87.717264,Chicago,IL,urban,Midway Elementary Network,Cook,f,t,Mr.,Mathematics,Math & Science,Applied Sciences,Math & Science,Technology,highest poverty,Grades 6-8,806.05,60.0,t,4/24/12,8/20/12
53262,6d9dad94d91d5afde60b54c134a37a3f,a025eee012b95af64f2c0e59ada545f5,86d6a2dc861d20674175dac085a5d62e,62628003923.0,37.394721999999994,-122.09375800000001,Mountain View,CA,urban,Mountain View-whisman Sch Dist,Santa Clara,f,f,Ms.,Sports,Health & Sports,Health & Wellness,Health & Sports,Supplies,highest poverty,Grades 3-5,601.92,27.0,f,4/7/12,5/15/12
89967,b8335697ed4468733d9cfce05cbdd756,813931e5a3a6955cc812f4303f3ecbaa,f849a942c8b370da3b9c039eaedffbee,,32.639749,-96.85735799999999,Dallas,TX,urban,Texas Dept of Education,Dallas,t,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades PreK-2,443.46,60.0,f,8/13/13,10/6/13
28439,3ad9990d3e5207c78f3d394233192f8f,03831708bc4dff36013c13ecc04d0d87,2afd115bbe8b66927b797ef783373244,20018000070.0,61.192417000000006,-149.78315700000002,Anchorage,AK,urban,Anchorage School District,Anchorage,f,f,Ms.,Literacy,Literacy & Language,,,Technology,highest poverty,Grades PreK-2,2683.58,24.0,f,9/17/13,12/29/13
87796,b3a78d31d8ddd326cfdb16b5fba07564,677ce74a6501cbf8f65c2be019a2ff0f,70b93148bcc56c1f3307db7e7a0d35be,62121002540.0,33.900609,-118.359664,Lawndale,CA,suburban,Lawndale Elem School District,Los Angeles,f,f,Mrs.,Literacy,Literacy & Language,,,Technology,highest poverty,Grades PreK-2,797.26,15.0,f,2/7/12,5/29/12
121355,f8a8d5705d1536b96caf2c8a24b73d25,9fce6c3ba9ef1e77f9708e5173a44658,164570c9136d087f5178003c283556c7,120147000000.0,28.307988,-81.408591,Kissimmee,FL,urban,Osceola Co School District,Osceola,f,f,Mrs.,Mathematics,Math & Science,Special Needs,Special Needs,Supplies,highest poverty,Grades 3-5,509.79,20.0,f,2/5/13,5/6/13
106871,daa93d051ed4c8a7ac42b8684c465bd3,a079871496644fcf29bdd143433c7f41,150f1d2e1445d485ee3bf49c16cff39e,530423000000.0,47.701328000000004,-122.19219199999999,Kirkland,WA,suburban,Lake Washington Sch Dist 414,King,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,moderate poverty,Grades PreK-2,319.79,24.0,f,3/17/12,4/2/12
75356,9a511ba7881d734029243e30d2a8ab0b,a5418e03e64416e074b64b679c0467ff,86f30c02d2560ee69271a18e704af047,250936000000.0,42.539858,-71.002942,Peabody,MA,urban,Peabody Public School District,Essex,f,f,Ms.,Literacy,Literacy & Language,Civics & Government,History & Civics,Books,moderate poverty,Grades PreK-2,320.19,24.0,f,6/11/12,8/15/12
114725,eae0bdf0efab0105093e6791177d5df8,a52ded3af7adfb2e4da2b18a4902abb6,fd4663d342479b7b04f360f8460f46ec,62271011622.0,33.994842999999996,-118.25714099999999,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Ms.,History & Geography,History & Civics,,,Books,high poverty,Grades PreK-2,378.26,22.0,t,1/21/12,2/18/12
67738,8abda67b4b9283fed42dcfbb43294143,a15217abd9d9ff2d5d77b3a2b27d75d6,ad03928566f345d6237f4c32261f1302,482001000000.0,33.168591,-96.768045,Frisco,TX,,Frisco Ind School District,Collin,f,f,Mr.,Mathematics,Math & Science,Special Needs,Special Needs,Books,moderate poverty,Grades 6-8,154.18,20.0,f,5/14/13,7/8/13
109553,e00af9068c364808ef9b17780272fc91,24cba0ac7d57d0b4af0974935c78d630,0793efaeba83d8b5b9d55f5772fac62d,,35.906952000000004,-77.540756,Tarboro,NC,rural,North Carolina Dept of Ed,Edgecombe,t,f,Ms.,Literacy,Literacy & Language,Early Development,Applied Learning,Other,high poverty,Grades PreK-2,426.47,18.0,f,10/13/12,11/11/12
89846,b7f915779a3088ad90add557d79c0744,a4f8d205c4459135a4644e51c0a0fb0d,d7b303cfcaa498c6e2ca021eff97b896,450363000000.0,34.875941999999995,-81.959419,Roebuck,SC,rural,Spartanburg School District 6,Spartanburg,f,f,Mrs.,Literacy,Literacy & Language,Social Sciences,History & Civics,Books,high poverty,Grades 3-5,289.42,42.0,t,10/7/12,11/2/12
71870,935793b79c8dde9b03bbebd0a1cc56d1,92b170f95172d01b3f89cf42bf15f64e,441d9f84bd4b03a74b87d450eda6170e,61233009362.0,38.472351,-121.45599399999999,Sacramento,CA,urban,Elk Grove Unif School District,Sacramento,f,f,Mrs.,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,581.79,25.0,t,8/5/12,8/11/12
61874,7f2b3a788afa6973f64fcb75830cd824,df798aa53c4304472a76232751e44741,ed341c7c919deb6b2431cb85828c4717,63432008303.0,32.872496000000005,-117.237574,La Jolla,CA,urban,San Diego Unified School Dist,San Diego,t,f,Ms.,Health & Life Science,Math & Science,,,Other,highest poverty,Grades 6-8,351.4,121.0,f,3/24/12,4/27/12
33383,44e2c931ee23b9634fb1472a6262e0b3,6ef62102bbef32ad92e49dd5f4033805,7d52b6282c9e85af7f98cfae0d99ecb0,490036000000.0,40.69352,-112.03343999999998,W Valley City,UT,suburban,Granite School District,Salt Lake,f,f,Mrs.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Technology,high poverty,Grades PreK-2,928.24,22.0,f,9/11/12,11/6/12
16677,2264d7ea3b8ed84f795b3aad7461c1db,77ac2fb1270b818f0f0a74fd69878c3e,630220a3621ddf46552b3b2d00f66f7e,450363000000.0,34.959303000000006,-82.015164,Spartanburg,SC,suburban,Spartanburg School District 6,Spartanburg,f,f,Ms.,Special Needs,Special Needs,,,Technology,high poverty,Grades 6-8,482.24,15.0,f,9/8/13,12/5/13
66919,8902943a1df00be7c5acd861b08ae2b8,d1bf9375a384aa0a3dc8a447c8808a6c,d99fe14b0911af14222e51ca60d518ac,484110000000.0,29.774559000000004,-95.57069399999999,Houston,TX,urban,Spring Branch Ind Sch District,Harris,f,f,Mrs.,Mathematics,Math & Science,Environmental Science,Math & Science,Technology,low poverty,Grades 3-5,1004.68,120.0,f,10/9/13,11/19/13
89260,b6acd69b05a9d3f1c1819c1cde9bb025,ef9bafaab705892cff8e4fe0f72afcbf,ca55f9f02a4f4142c87ccd7951c24af0,341287000000.0,39.988299,-75.028906,Pennsauken,NJ,suburban,Pennsauken Public School Dist,Camden,f,f,Ms.,ESL,Literacy & Language,,,Books,highest poverty,Grades 9-12,921.78,50.0,f,7/14/12,11/8/12
5091,0aa4460feb3de917f08b0925da5c0f4d,db8c76ead4d048c2411645484ef42920,b83b909d7a1e1311b24ec9115785e46f,63462005781.0,38.710229,-121.300627,Citrus Hts,CA,suburban,San Juan Unified School Dist,Sacramento,f,f,Mrs.,Special Needs,Special Needs,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades PreK-2,570.11,17.0,t,6/4/13,6/26/13
116121,edcc8cade0f14dae3d547141af04d2a5,5b5ca2b91ee220b1777265105dd60443,a7001cd2bcc9949a60c1b399d522c211,251323000000.0,42.24308,-71.842995,Worcester,MA,urban,Worcester Public School Dist,Worcester,f,f,Mrs.,Literacy,Literacy & Language,Parent Involvement,Applied Learning,Books,high poverty,Grades 3-5,951.06,75.0,t,12/10/12,4/3/13
121008,f7ecec48312ac6e7a5c9e5095b3f01c6,7cc4263b6d117395f10b0a34a480d0a7,0f716fd6af6e7fc787f60c3c09001534,360009000000.0,40.676442,-73.977488,Brooklyn,NY,urban,New York City Dept Of Ed,Kings (Brooklyn),f,f,Mrs.,Environmental Science,Math & Science,Mathematics,Math & Science,Supplies,high poverty,Grades PreK-2,479.15,18.0,t,8/21/12,9/4/12
76417,9c8520a69808a6a6ff1db9cdc7d28446,ef82176c613f385a9ea66f425da616ea,1cf3cc5e71c861ee6c4a1131c2f42e42,470375000000.0,35.364078000000006,-85.403803,Dunlap,TN,rural,Sequatchie Co School District,Sequatchie,f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades PreK-2,372.84,23.0,f,11/18/13,1/2/14
115220,ebec6de9f98610070f97442315333d66,05de8f4cc95b8851bd3aebd732b4b171,1afa0efd0f6c384265d889c76684be94,170651000000.0,41.647128,-87.74831999999999,Crestwood,IL,suburban,Cook County Sd 130,Cook,f,f,Ms.,Literacy,Literacy & Language,Character Education,Applied Learning,Technology,highest poverty,Grades 6-8,450.6,20.0,f,12/17/12,4/8/13
115296,ec1a70055b6347692678eb7bfa442ece,2a86051602c1fe7f46cafe32ed3a82bf,610c72920de218747a962f861e27f0ef,362499000000.0,40.676434,-73.593518,Roosevelt,NY,suburban,Roosevelt Union Free Sch Dist,Nassau,f,f,Mrs.,Mathematics,Math & Science,Early Development,Applied Learning,Supplies,highest poverty,Grades PreK-2,510.38,25.0,f,7/21/12,8/1/12
32536,433f97ab1a6c98e8c711c3ce68873201,7a8004d0703b334edf72fef7214ab74f,e11c098d790070ddf2ff1585bce183e5,450219000000.0,33.869115,-79.76817199999999,Lake City,SC,,Florence School District 3,Florence,f,f,Ms.,Mathematics,Math & Science,College & Career Prep,Applied Learning,Supplies,highest poverty,Grades 6-8,234.01,132.0,f,11/18/13,12/24/13
71503,9284ad151226f0f9a58810643a224bba,beaf5ad3a7cddca91f4c6b3ec3f4afe9,54887ba0659a40b71dd9fc502bc48679,360008000000.0,40.823013,-73.92115799999999,Bronx,NY,urban,New York City Dept Of Ed,Bronx,f,f,Ms.,Mathematics,Math & Science,Environmental Science,Math & Science,Supplies,highest poverty,Grades 3-5,508.33,50.0,f,7/25/12,9/13/12
31623,416a39b31ac76b46a0629107cef75a47,25e1ebaef891b618deff72d6da27f9e5,1a57c80dc2462ef81545fbad892e78d0,421899000000.0,40.048832,-75.076876,Philadelphia,PA,urban,Philadelphia City School Dist,Philadelphia,f,f,Mrs.,Literature & Writing,Literacy & Language,Special Needs,Special Needs,Supplies,highest poverty,Grades PreK-2,274.87,30.0,f,7/28/12,9/5/12
42157,56b8515ef3f3a67f35e08a2055da411c,7055d8e32c24f93d9c765db7b74546d1,4b09b8ef961e17d02a836c3bb85388c5,210299000000.0,38.222169,-85.743845,Louisville,KY,urban,Jefferson Co School District,Jefferson,f,t,Ms.,Literacy,Literacy & Language,Special Needs,Special Needs,Supplies,highest poverty,Grades PreK-2,513.56,10.0,t,6/15/12,7/4/12
39975,524c5e9557565a6fe43e6dee7ff4cf31,c926b3539ed184cbd5ce39022cd9e8bf,5b21fe80b3f05237a2efbb9765769bd4,,46.554196999999995,-87.458325,Marquette,MI,,Michigan Dept of Education,Marquette,t,f,Mrs.,Social Sciences,History & Civics,Literacy,Literacy & Language,Technology,high poverty,Grades 3-5,383.75,21.0,t,11/4/13,12/24/13
75107,99cffad89d5847fbfbe684e5ea8f2510,ddeda2b44b22f7510bdecad0b0ab075c,9a1b9f88f5e5ae9efa05fcddfb5cff77,481623000000.0,32.754768,-96.658562,Dallas,TX,urban,Dallas Ind School District,Dallas,f,f,Ms.,Mathematics,Math & Science,,,Supplies,highest poverty,Grades 3-5,454.05,25.0,f,7/18/13,10/19/13
469,0109a5d4d53c10797270e6fca594df22,d4a779fce89ca11087faa5ccf891fa63,7962c97630db87ccaf711794ddcc5dcf,220014000000.0,30.041034000000003,-89.93063199999999,New Orleans,LA,urban,New Orleans Recovery School District,Orleans,t,f,Ms.,Special Needs,Special Needs,,,Technology,highest poverty,Grades PreK-2,568.22,25.0,f,10/26/12,12/17/12
67148,897b6f6ed2e8dcf159fc6dd83e3d4cd2,ff451907a5a5fae6d75f8b714775112f,f7351e8158c206059948b9fa6f13700c,100020000000.0,39.740738,-75.543922,Wilmington,DE,urban,Christina School District,New Castle,f,f,Ms.,Other,Applied Learning,Early Development,Applied Learning,Other,highest poverty,Grades PreK-2,1440.14,24.0,f,9/20/13,12/15/13
12892,1a9ee390275fe60c4b330e203cf71139,da3f1acc55a1184daaafaf54bd7c904f,c8ab5f9d8b6bea6444141f61222d43ef,320006000000.0,36.096111,-115.125107,Las Vegas,NV,urban,Clark Co School District,Clark,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Other,highest poverty,Grades PreK-2,176.75,30.0,f,2/16/13,3/23/13
17300,23a5b97a7827c53467f4e0115f878470,22548c8ee8aad9f652e918fb315c056b,73f9a8121453a9a5c9666e752599b503,220084000000.0,30.033406,-90.254491,Kenner,LA,urban,Jefferson Parish Pub Sch Dist,Jefferson,f,f,Ms.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,367.09,26.0,f,10/28/12,2/13/13
115424,ec62c472828e7f9c9abb0809071e0960,3a766757e004b35c9f0987e0bb66cea6,1ba57cbb125cbf36f3ac6f763536dfd3,40625000512.0,33.616287,-112.17482,Glendale,AZ,urban,Peoria Unified Sch Dist 11,Maricopa,f,f,Mrs.,Special Needs,Special Needs,Other,Applied Learning,Other,high poverty,Grades PreK-2,678.85,8.0,t,5/11/13,9/7/13
10401,157a088fcbd0dc7ce5941e27ee85cb32,f19d49b046fcb270ff4fa1beb70816dc,2ca0a89fb6ca8e0f88a899aa5b6c7972,63488005892.0,33.164059,-117.16818500000001,San Marcos,CA,urban,San Marcos Unified Sch Dist,San Diego,f,f,Mrs.,Early Development,Applied Learning,,,Supplies,highest poverty,Grades PreK-2,619.71,24.0,f,6/19/13,7/3/13
50304,6795b3377567cfe14a43ac80b28c07f3,7591d99fe65e8d002206c8ca44be9202,77bd3e99cb424f7aad1e23ba785aae2c,63581006135.0,38.461639,-122.72074099999999,Santa Rosa,CA,urban,Santa Rosa City School Dist,Sonoma,f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Other,highest poverty,Grades PreK-2,294.69,22.0,f,6/23/12,7/25/12
71663,92e25b12ad7b95e62e0a1274eef163d7,4c530bf9fca975bf22be8026472a404f,f38b56ac7bef4fecdf9cf0a7cbd72ed9,,39.11703,-84.5223,Cincinnati,OH,urban,Cincinnati City Sch District,Hamilton,t,f,Mrs.,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,701.69,30.0,t,6/2/13,9/18/13
74356,985814450f0870972f003b24b6d01834,8b430b0d0dc45aa6824acbd9dbd95315,1d126c7c287096cd994c0a73e9398515,340096000000.0,39.358044,-74.444016,Atlantic City,NJ,urban,Atlantic City School District,Atlantic,f,f,Ms.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades 6-8,527.05,30.0,t,12/18/12,2/3/13
44114,5aefd9784d19e9f878069fa9092bce4c,841f9262151189af9cce06542f372ab0,dcf93276099d170c9a63f32a43e2b36a,130174000000.0,33.67525,-84.296811,Ellenwood,GA,suburban,Dekalb Co School District,De Kalb,f,f,Ms.,Literature & Writing,Literacy & Language,,,Books,highest poverty,Grades 3-5,888.24,110.0,f,9/3/13,10/16/13
81096,a5e35cb184e901ee0723bb0554a68969,cc8fc82276ac5f0d0c68613410d2fbf1,d080028994db66417c5d6ef3c2015f4b,80441000636.0,40.377280999999996,-104.70073199999999,Evans,CO,suburban,Weld Co SD Re-6 Greeley,Weld,f,f,Ms.,Literacy,Literacy & Language,ESL,Literacy & Language,Technology,highest poverty,Grades 3-5,468.31,620.0,f,7/15/13,10/26/13
